"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Restless Prairie","","R","5044","2.89","1340","3.26","1913","100.0%","57.3%","355","","472","","827","58.8%","1080","56.1%","2.7pp"
"Poison Dart Frog","G","C","56780","3.99","10276","5.11","7764","95.2%","56.3%","1432","60.1%","1667","57.5%","3099","58.7%","4633","54.8%","3.9pp"
"Twists and Turns","G","U","28604","4.44","4668","5.76","2797","77.9%","55.6%","438","","678","58.6%","1116","58.7%","1680","53.6%","5.1pp"
"Sovereign Okinec Ahau","WG","M","1579","1.93","646","1.85","1349","100.0%","55.4%","248","","323","","571","58.7%","772","52.6%","6.1pp"
"Malamet Battle Glyph","G","U","21063","3.75","4179","4.71","3581","96.6%","57.1%","604","56.6%","861","59.8%","1465","58.5%","2114","56.1%","2.4pp"
"Hidden Nursery","","B","72351","6.01","8891","8.61","6227","95.5%","56.7%","1079","56.6%","1475","59.2%","2554","58.1%","3655","55.7%","2.4pp"
"Kinjalli's Dawnrunner","W","U","19801","3.58","5671","4.30","3673","99.2%","57.5%","638","59.1%","898","57.3%","1536","58.1%","2124","56.9%","1.2pp"
"Huatli's Final Strike","G","C","63359","4.49","10509","5.86","8871","95.4%","57.1%","1438","54.7%","2186","59.7%","3624","57.7%","5246","56.7%","1.0pp"
"Dusk Rose Reliquary","W","U","18858","3.41","6120","4.01","2409","88.9%","55.2%","406","","587","59.1%","993","57.6%","1415","53.5%","4.1pp"
"River Herald Guide","G","C","74485","5.57","10575","7.60","7829","88.1%","56.8%","1372","56.3%","1812","58.4%","3184","57.5%","4617","56.3%","1.2pp"
"Jade Seedstones","G","U","32117","4.95","4512","6.85","4111","87.8%","56.1%","638","53.4%","1032","60.0%","1670","57.5%","2441","55.1%","2.3pp"
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","1858","72.4%","56.4%","317","","389","","706","57.2%","1148","56.0%","1.2pp"
"Vanguard of the Rose","W","U","25193","4.68","6323","5.75","3249","89.3%","57.7%","568","59.7%","694","54.8%","1262","57.0%","1987","58.2%","-1.3pp"
"Quicksand Whirlpool","W","C","72644","5.28","10797","7.53","5193","80.7%","54.9%","897","56.6%","1275","57.2%","2172","57.0%","3018","53.4%","3.5pp"
"Ironpaw Aspirant","W","C","75928","5.62","16017","7.28","10456","96.5%","56.7%","1887","56.4%","2361","57.2%","4248","56.8%","6186","56.6%","0.2pp"
"Thrashing Brontodon","G","U","17753","3.12","4259","3.76","3091","98.3%","56.8%","488","","771","57.7%","1259","56.8%","1819","56.8%","0.0pp"
"Tendril of the Mycotyrant","G","U","23818","4.44","4260","5.61","3334","93.1%","56.2%","590","54.7%","700","58.4%","1290","56.7%","2031","55.8%","0.9pp"
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","5660","78.4%","57.2%","1002","56.6%","1207","56.8%","2209","56.7%","3440","57.6%","-1.0pp"
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","1487","28.3%","54.4%","237","","376","","613","56.1%","874","53.2%","2.9pp"
"Tinker's Tote","W","C","63084","4.45","17342","5.54","5795","83.8%","55.9%","1005","54.9%","1315","57.0%","2320","56.1%","3473","55.8%","0.2pp"
"Captivating Cave","","B","72074","5.76","9793","8.31","2916","82.6%","55.7%","484","","722","54.6%","1206","56.1%","1700","55.4%","0.7pp"
"Malamet Brawler","G","C","87954","7.44","9349","10.67","4167","56.7%","55.5%","706","56.4%","839","55.8%","1545","56.1%","2615","55.3%","0.8pp"
"Malamet Scythe","G","C","90162","8.02","9065","11.67","3098","44.9%","56.2%","480","","718","55.3%","1198","55.9%","1900","56.3%","-0.4pp"
"Acrobatic Leap","W","C","93048","8.74","12235","12.08","1856","28.2%","56.1%","269","","455","","724","55.7%","1130","56.4%","-0.7pp"
"Coati Scavenger","G","U","24162","4.45","3945","5.81","1988","72.5%","55.8%","323","","443","","766","55.5%","1207","55.9%","-0.4pp"
"Hidden Courtyard","","B","75203","6.38","11993","8.93","6107","94.7%","55.6%","1061","56.8%","1493","54.5%","2554","55.5%","3533","55.8%","-0.3pp"
"Soaring Sandwing","W","C","80016","5.98","11532","8.66","4886","73.9%","55.9%","797","52.6%","1177","57.3%","1974","55.4%","2879","56.1%","-0.7pp"
"Thousand Moons Crackshot","W","C","90008","7.73","11128","10.95","2880","44.4%","56.3%","509","56.6%","625","54.2%","1134","55.3%","1739","57.0%","-1.7pp"
"Oltec Archaeologists","W","C","87844","7.32","11392","10.44","1408","27.7%","53.8%","237","","342","","579","55.1%","824","52.8%","2.3pp"
"Guardian of the Great Door","W","U","18149","3.31","5999","3.83","2957","95.5%","54.5%","493","","730","54.8%","1223","55.0%","1722","54.3%","0.7pp"
"Oteclan Landmark","W","C","83762","7.12","12264","9.89","1606","32.1%","53.9%","280","","382","","662","55.0%","944","53.2%","1.8pp"
"Malamet War Scribe","W","U","23476","4.39","5060","5.55","3054","89.5%","55.4%","468","","723","55.9%","1191","54.7%","1853","56.0%","-1.3pp"
"Armored Kincaller","G","C","72779","5.40","10103","7.44","4382","73.3%","55.3%","743","54.4%","1012","54.4%","1755","54.4%","2605","55.9%","-1.5pp"
"Market Gnome","W","U","23865","4.32","5349","5.36","1507","70.8%","53.8%","246","","344","","590","54.4%","907","53.3%","1.2pp"
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","1373","59.4%","55.6%","231","","312","","543","54.0%","830","56.6%","-2.7pp"
"Cosmium Blast","W","C","73527","5.43","10070","7.78","4291","70.7%","54.3%","721","53.3%","1030","53.8%","1751","53.6%","2538","54.8%","-1.2pp"
"Malamet Veteran","G","C","85109","6.95","8150","10.39","3100","49.7%","53.7%","497","","743","56.3%","1240","53.5%","1853","53.8%","-0.3pp"
"Envoy of Okinec Ahau","W","C","82026","6.41","10486","9.33","3339","57.2%","55.0%","576","53.6%","770","52.9%","1346","53.2%","1985","56.2%","-3.0pp"
"Scampering Surveyor","","U","19626","3.34","5869","4.11","1591","85.1%","54.5%","262","","377","","639","53.1%","945","55.3%","-2.3pp"
"Promising Vein","","B","73799","6.01","9748","8.64","2149","70.5%","53.2%","385","","535","54.8%","920","53.0%","1221","53.6%","-0.6pp"
"Cartographer's Companion","","C","86732","6.53","14432","9.04","1584","42.5%","54.2%","289","","358","","647","53.0%","930","55.1%","-2.0pp"
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","4511","75.2%","54.9%","771","50.8%","1080","54.5%","1851","53.0%","2629","55.9%","-2.9pp"
