"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Poetic Ingenuity","R","R","3209","2.09","1669","2.00","1590","82.0%","54.5%","264","","340","","604","55.6%","986","53.8%","1.9pp"
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","15904","85.4%","56.0%","2657","54.9%","3606","56.1%","6263","55.6%","9579","56.2%","-0.6pp"
"Sunshot Militia","R","C","80799","6.32","17149","8.07","6154","49.4%","56.3%","1044","54.1%","1343","56.7%","2387","55.6%","3748","56.7%","-1.1pp"
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","7186","90.9%","56.2%","1098","54.6%","1752","56.2%","2850","55.6%","4320","56.6%","-1.1pp"
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","5792","36.9%","55.2%","856","55.5%","1387","55.5%","2243","55.5%","3548","55.0%","0.5pp"
"Explorer's Cache","G","U","27983","5.34","4179","7.16","3975","65.7%","56.1%","663","57.0%","868","54.0%","1531","55.3%","2444","56.6%","-1.3pp"
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","16501","86.1%","56.3%","2789","52.2%","3802","57.5%","6591","55.3%","9801","56.9%","-1.6pp"
"Twists and Turns","G","U","28604","4.44","4668","5.76","4834","69.7%","55.2%","798","54.0%","1162","56.0%","1960","55.2%","2873","55.2%","0.0pp"
"Seeker of Sunlight","G","C","85815","7.29","7475","11.00","3410","30.4%","52.7%","641","55.4%","744","54.3%","1385","54.8%","2011","51.5%","3.3pp"
"Malamet Veteran","G","C","85109","6.95","8150","10.39","4810","38.9%","54.6%","772","52.6%","1136","56.3%","1908","54.8%","2882","54.4%","0.3pp"
"Ancestors' Aid","R","C","88740","7.57","12510","10.54","5711","38.2%","54.6%","846","54.4%","1245","54.9%","2091","54.7%","3615","54.6%","0.2pp"
"Dire Flail","R","R","3681","2.22","2095","2.15","1725","91.3%","56.5%","290","","420","","710","54.6%","1017","57.6%","-3.0pp"
"Digsite Conservator","","U","27149","4.49","5802","6.10","2101","70.7%","57.0%","419","","460","","879","54.6%","1218","58.9%","-4.3pp"
"Sunfire Torch","R","C","80059","6.14","17467","7.81","9541","58.4%","56.0%","1627","52.9%","2087","55.1%","3714","54.1%","5827","57.1%","-3.1pp"
"Malamet Scythe","G","C","90162","8.02","9065","11.67","4033","26.4%","54.3%","620","54.5%","926","53.8%","1546","54.1%","2487","54.5%","-0.4pp"
"Promising Vein","","B","73799","6.01","9748","8.64","4220","62.1%","54.1%","802","54.4%","1014","53.2%","1816","53.7%","2384","54.4%","-0.7pp"
"Compass Gnome","","C","84049","6.11","12669","8.72","3838","46.0%","54.8%","705","56.6%","784","50.9%","1489","53.6%","2340","55.7%","-2.1pp"
"Glimpse the Core","G","U","28749","5.59","3305","7.98","4432","65.7%","55.7%","793","57.3%","911","49.9%","1704","53.3%","2727","57.2%","-3.8pp"
"Captivating Cave","","B","72074","5.76","9793","8.31","5269","73.1%","54.3%","977","52.4%","1234","54.1%","2211","53.3%","3027","54.9%","-1.5pp"
"Diamond Pick-Axe","R","U","21914","4.03","5881","4.79","4023","76.3%","54.3%","708","53.0%","893","53.2%","1601","53.1%","2421","55.1%","-2.1pp"
"Careening Mine Cart","","U","23402","3.97","6787","4.95","2255","65.7%","56.1%","411","","487","","898","52.9%","1357","58.1%","-5.2pp"
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","9694","69.9%","54.6%","1640","51.4%","2194","53.6%","3834","52.7%","5860","55.9%","-3.2pp"
"In the Presence of Ages","G","C","91258","8.18","8860","11.93","2669","20.1%","55.3%","455","","618","52.6%","1073","52.6%","1596","57.1%","-4.6pp"
"Mineshaft Spider","G","C","88130","7.49","8741","10.96","3670","28.5%","54.6%","584","50.5%","836","53.9%","1420","52.5%","2240","55.9%","-3.4pp"
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","1880","20.8%","51.9%","309","","383","","692","52.5%","1180","51.4%","1.1pp"
"Curator of Sun's Creation","R","U","27782","5.50","3910","7.60","2162","42.4%","51.9%","354","","499","","853","52.2%","1296","52.0%","0.2pp"
"Malamet Brawler","G","C","87954","7.44","9349","10.67","9732","51.7%","55.0%","1735","53.7%","1973","50.5%","3708","52.0%","6008","57.0%","-5.0pp"
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","4569","36.1%","53.7%","792","48.1%","993","54.3%","1785","51.5%","2780","55.1%","-3.5pp"
"Over the Edge","G","C","85179","7.03","8054","10.42","5896","41.1%","54.1%","991","50.2%","1314","52.5%","2305","51.5%","3591","55.7%","-4.2pp"
"Buried Treasure","","C","90073","7.28","9744","10.66","1825","24.9%","51.4%","325","","402","","727","51.4%","1097","51.3%","0.1pp"
"Cartographer's Companion","","C","86732","6.53","14432","9.04","2636","35.2%","54.6%","478","","558","50.9%","1036","50.7%","1585","57.3%","-6.6pp"
"Daring Discovery","R","C","91769","8.51","11186","12.02","2820","21.3%","53.4%","406","","640","50.3%","1046","50.6%","1774","55.0%","-4.4pp"
"Goblin Tomb Raider","R","C","80856","6.38","17699","7.96","3566","33.9%","54.3%","622","52.1%","711","48.8%","1333","50.3%","2221","56.6%","-6.3pp"
"Pit of Offerings","","U","30692","5.58","3585","8.34","1356","50.9%","52.0%","230","","329","","559","49.9%","794","53.3%","-3.4pp"
"Basking Capybara","G","C","87304","7.22","8855","10.51","4683","35.1%","52.3%","806","51.7%","1032","48.3%","1838","49.8%","2826","53.9%","-4.1pp"
"Child of the Volcano","R","C","88792","7.48","9910","11.01","2171","20.3%","50.1%","363","","491","","854","49.3%","1315","50.6%","-1.3pp"
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","3629","29.2%","51.9%","647","49.1%","802","47.4%","1449","48.2%","2178","54.3%","-6.1pp"
"Disturbed Slumber","G","C","92462","8.91","8422","13.05","1329","10.7%","51.7%","232","","291","","523","47.4%","806","54.5%","-7.0pp"
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","1724","40.9%","50.1%","278","","421","","699","47.1%","1025","52.1%","-5.0pp"
"Abuelo's Awakening","W","R","6905","4.16","1242","5.38","9","","","1","","2","","3","","6","",""
"Acrobatic Leap","W","C","93048","8.74","12235","12.08","0","0.0%","","0","","0","","0","","0","",""
"Adaptive Gemguard","W","C","76332","5.80","12881","7.97","9","0.5%","","1","","0","","1","","8","",""
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","1","0.1%","","0","","0","","0","","1","",""
"Bat Colony","W","U","30953","6.45","4208","8.89","259","14.7%","","55","","57","","112","","146","",""
"Clay-Fired Bricks","W","U","22423","3.34","8089","3.75","16","1.8%","","2","","7","","9","","7","",""
"Cosmium Blast","W","C","73527","5.43","10070","7.78","30","1.9%","","5","","7","","12","","18","",""
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","0","0.0%","","0","","0","","0","","0","",""
"Deconstruction Hammer","W","C","88656","7.36","14217","9.99","5","0.2%","","1","","2","","3","","2","",""
"Dusk Rose Reliquary","W","U","18858","3.41","6120","4.01","37","5.9%","","7","","13","","20","","17","",""
"Envoy of Okinec Ahau","W","C","82026","6.41","10486","9.33","0","0.0%","","0","","0","","0","","0","",""
"Fabrication Foundry","W","R","9429","5.50","1338","7.97","0","","","0","","0","","0","","0","",""
"Family Reunion","W","C","90860","8.22","9977","11.97","6","0.2%","","1","","1","","2","","4","",""
"Get Lost","W","R","4052","2.45","1113","2.60","45","","","4","","11","","15","","30","",""
"Glorifier of Suffering","W","C","76004","5.75","12409","7.92","9","0.6%","","0","","3","","3","","6","",""
"Guardian of the Great Door","W","U","18149","3.31","5999","3.83","0","0.0%","","0","","0","","0","","0","",""
"Helping Hand","W","U","30615","6.14","4302","8.67","1","0.1%","","0","","0","","0","","1","",""
"Ironpaw Aspirant","W","C","75928","5.62","16017","7.28","8","0.4%","","2","","4","","6","","2","",""
"Kinjalli's Dawnrunner","W","U","19801","3.58","5671","4.30","10","1.3%","","3","","4","","7","","3","",""
"Kutzil's Flanker","W","R","3366","1.95","1659","2.00","25","","","4","","6","","10","","15","",""
"Malamet War Scribe","W","U","23476","4.39","5060","5.55","0","0.0%","","0","","0","","0","","0","",""
"Market Gnome","W","U","23865","4.32","5349","5.36","6","0.9%","","0","","3","","3","","3","",""
"Might of the Ancestors","W","U","30268","6.33","3626","9.19","2","0.2%","","0","","0","","0","","2","",""
"Miner's Guidewing","W","C","71999","5.20","16479","6.55","9","0.4%","","2","","2","","4","","5","",""
