"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Poison Dart Frog","G","C","56780","3.99","10276","5.11","6794","94.8%","54.4%","1257","54.3%","1576","53.7%","2833","54.0%","3917","54.7%","-0.7pp"
"Over the Edge","G","C","85179","7.03","8054","10.42","4163","64.8%","52.0%","670","53.4%","1128","53.8%","1798","53.7%","2351","50.7%","3.0pp"
"Hidden Nursery","","B","72351","6.01","8891","8.61","6304","97.2%","54.1%","1085","55.0%","1683","52.7%","2768","53.6%","3457","54.6%","-0.9pp"
"Hermitic Nautilus","U","U","27257","5.16","6473","6.49","2431","85.1%","54.5%","474","","524","53.4%","998","53.4%","1391","55.0%","-1.6pp"
"Twists and Turns","G","U","28604","4.44","4668","5.76","5053","95.3%","53.7%","843","51.1%","1361","54.2%","2204","53.0%","2831","54.2%","-1.1pp"
"Malamet Veteran","G","C","85109","6.95","8150","10.39","3028","54.3%","53.0%","457","","763","54.3%","1220","53.0%","1773","52.7%","0.3pp"
"Compass Gnome","","C","84049","6.11","12669","8.72","1563","53.6%","51.8%","273","","348","","621","52.7%","923","50.9%","1.7pp"
"Out of Air","U","C","90128","8.07","12556","11.23","2208","36.5%","50.4%","350","","496","","846","52.6%","1353","48.8%","3.8pp"
"River Herald Guide","G","C","74485","5.57","10575","7.60","10114","93.3%","52.8%","1761","50.4%","2576","53.9%","4337","52.5%","5673","53.1%","-0.6pp"
"Coati Scavenger","G","U","24162","4.45","3945","5.81","2118","86.9%","53.6%","367","","527","56.4%","894","52.5%","1201","54.5%","-2.0pp"
"Nurturing Bristleback","G","C","72560","5.35","9082","7.66","4676","81.5%","52.2%","774","50.6%","1197","53.6%","1971","52.5%","2636","51.8%","0.6pp"
"Didact Echo","U","C","89226","7.61","12481","10.70","3249","51.3%","52.0%","524","49.0%","833","54.4%","1357","52.3%","1864","51.7%","0.7pp"
"Chart a Course","U","U","24674","4.55","6481","5.58","3046","92.3%","53.3%","527","52.2%","795","51.2%","1322","51.6%","1709","54.5%","-2.9pp"
"Sage of Days","U","C","89679","8.00","12851","11.05","1907","33.3%","51.2%","345","","424","","769","51.5%","1119","51.2%","0.3pp"
"Malamet Brawler","G","C","87954","7.44","9349","10.67","2372","43.0%","51.6%","398","","484","","882","51.4%","1472","52.0%","-0.6pp"
"Marauding Brinefang","U","C","85697","6.90","11537","9.93","3877","62.0%","51.5%","655","52.4%","976","50.5%","1631","51.3%","2195","51.5%","-0.2pp"
"Malamet Scythe","G","C","90162","8.02","9065","11.67","1733","34.6%","52.7%","283","","432","","715","51.2%","1002","53.6%","-2.4pp"
"Promising Vein","","B","73799","6.01","9748","8.64","1996","71.8%","49.6%","379","","559","50.4%","938","51.0%","1035","48.6%","2.4pp"
"Walk with the Ancestors","G","C","88693","7.65","8657","11.24","1887","36.9%","51.7%","309","","489","","798","50.9%","1079","52.4%","-1.5pp"
"Seeker of Sunlight","G","C","85815","7.29","7475","11.00","4104","61.0%","51.3%","743","50.3%","928","51.1%","1671","50.7%","2400","51.6%","-0.9pp"
"Hurl into History","U","U","31436","6.29","5333","8.44","1649","58.7%","52.3%","244","","401","","645","50.7%","990","53.2%","-2.5pp"
"Orazca Puzzle-Door","U","C","90290","7.83","16113","10.33","1963","35.9%","51.9%","367","","429","","796","50.5%","1146","53.0%","-2.5pp"
"Mineshaft Spider","G","C","88130","7.49","8741","10.96","1778","35.0%","51.0%","273","","456","","729","50.5%","1034","51.1%","-0.6pp"
"Cartographer's Companion","","C","86732","6.53","14432","9.04","2331","57.9%","52.3%","417","","537","49.0%","954","50.4%","1343","53.7%","-3.3pp"
"Shipwreck Sentry","U","C","87857","7.59","15892","9.99","1532","33.7%","52.9%","287","","325","","612","50.3%","900","54.4%","-4.1pp"
"Waylaying Pirates","U","C","84589","6.87","16393","8.99","2096","43.0%","52.1%","345","","528","50.6%","873","50.2%","1183","53.5%","-3.3pp"
"Glowcap Lantern","G","U","28802","5.78","3140","8.47","2064","73.6%","50.0%","346","","528","48.9%","874","49.9%","1179","50.0%","-0.1pp"
"Kaslem's Stonetree","G","C","84862","7.58","8028","11.25","1313","31.0%","48.9%","221","","332","","553","49.0%","740","48.8%","0.2pp"
"Basking Capybara","G","C","87304","7.22","8855","10.51","2514","46.7%","49.7%","474","","517","45.3%","991","48.7%","1496","50.5%","-1.7pp"
"Abuelo's Awakening","W","R","6905","4.16","1242","5.38","0","","","0","","0","","0","","0","",""
"Acrobatic Leap","W","C","93048","8.74","12235","12.08","0","0.0%","","0","","0","","0","","0","",""
"Adaptive Gemguard","W","C","76332","5.80","12881","7.97","11","1.9%","","4","","3","","7","","4","",""
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","0","0.0%","","0","","0","","0","","0","",""
"Bat Colony","W","U","30953","6.45","4208","8.89","165","20.7%","","26","","55","","81","","77","",""
"Clay-Fired Bricks","W","U","22423","3.34","8089","3.75","24","","","6","","6","","12","","12","",""
"Cosmium Blast","W","C","73527","5.43","10070","7.78","58","8.7%","","6","","17","","23","","34","",""
"Dauntless Dismantler","W","U","30118","5.84","4616","8.01","0","","","0","","0","","0","","0","",""
"Deconstruction Hammer","W","C","88656","7.36","14217","9.99","10","0.9%","","1","","4","","5","","5","",""
"Dusk Rose Reliquary","W","U","18858","3.41","6120","4.01","29","","","8","","3","","11","","17","",""
"Envoy of Okinec Ahau","W","C","82026","6.41","10486","9.33","10","1.5%","","0","","3","","3","","5","",""
"Fabrication Foundry","W","R","9429","5.50","1338","7.97","0","","","0","","0","","0","","0","",""
"Family Reunion","W","C","90860","8.22","9977","11.97","0","0.0%","","0","","0","","0","","0","",""
"Get Lost","W","R","4052","2.45","1113","2.60","16","","","1","","3","","4","","12","",""
"Glorifier of Suffering","W","C","76004","5.75","12409","7.92","12","1.7%","","3","","1","","4","","8","",""
"Guardian of the Great Door","W","U","18149","3.31","5999","3.83","0","","","0","","0","","0","","0","",""
"Helping Hand","W","U","30615","6.14","4302","8.67","0","","","0","","0","","0","","0","",""
"Ironpaw Aspirant","W","C","75928","5.62","16017","7.28","0","0.0%","","0","","0","","0","","0","",""
"Kinjalli's Dawnrunner","W","U","19801","3.58","5671","4.30","31","","","2","","7","","9","","21","",""
"Kutzil's Flanker","W","R","3366","1.95","1659","2.00","11","","","1","","4","","5","","6","",""
"Malamet War Scribe","W","U","23476","4.39","5060","5.55","3","","","1","","0","","1","","2","",""
