"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Dinotomaton","R","C","74435","5.46","11905","7.65","14441","75.8%","58.0%","2367","56.9%","3304","58.1%","5671","57.6%","8532","58.0%","-0.5pp"
"Tishana's Tidebinder","U","R","3903","2.26","1758","2.33","2292","93.8%","56.9%","384","","531","55.4%","915","57.4%","1365","56.8%","0.5pp"
"Hermitic Nautilus","U","U","27257","5.16","6473","6.49","9813","85.1%","59.1%","1695","59.3%","2168","55.7%","3863","57.3%","5830","60.1%","-2.8pp"
"Idol of the Deep King","R","C","70280","5.26","13720","7.05","21515","84.6%","58.1%","3645","56.5%","4865","57.9%","8510","57.3%","12614","58.5%","-1.2pp"
"Scampering Surveyor","","U","19626","3.34","5869","4.11","3730","75.3%","57.0%","619","58.0%","843","56.5%","1462","57.1%","2196","56.7%","0.4pp"
"Triumphant Chomp","R","U","18415","3.29","5588","3.93","6539","86.0%","57.5%","1113","58.0%","1448","56.4%","2561","57.1%","3946","57.7%","-0.6pp"
"Scytheclaw Raptor","R","U","16287","2.92","5030","3.48","6028","89.3%","57.2%","1008","56.6%","1416","57.2%","2424","57.0%","3587","57.5%","-0.5pp"
"Eaten by Piranhas","U","U","24382","4.54","5405","5.85","6621","78.6%","57.6%","1127","56.3%","1548","57.1%","2675","56.8%","3893","58.0%","-1.2pp"
"Saheeli's Lattice","R","U","32465","4.77","6824","6.16","6845","66.3%","58.2%","1221","58.1%","1524","55.1%","2745","56.5%","3997","59.4%","-2.9pp"
"Careening Mine Cart","","U","23402","3.97","6787","4.95","6990","88.4%","57.6%","1168","59.2%","1562","54.3%","2730","56.4%","4163","58.3%","-1.9pp"
"River Herald Scout","U","C","74797","5.58","16715","7.25","18005","71.3%","57.4%","3200","57.7%","4080","55.2%","7280","56.3%","10676","58.1%","-1.8pp"
"Hidden Volcano","","B","73167","6.00","11580","8.50","13905","87.8%","58.2%","2451","58.3%","3340","54.8%","5791","56.3%","8066","59.6%","-3.4pp"
"Orazca Puzzle-Door","U","C","90290","7.83","16113","10.33","10339","39.8%","57.6%","1830","55.8%","2319","56.5%","4149","56.2%","6037","58.5%","-2.3pp"
"Daring Discovery","R","C","91769","8.51","11186","12.02","1927","12.8%","55.8%","279","","423","","702","56.0%","1214","55.7%","0.3pp"
"Panicked Altisaur","R","C","76978","5.88","9994","8.59","4966","42.9%","56.0%","778","55.4%","1249","56.3%","2027","55.9%","2926","56.0%","-0.0pp"
"Hidden Cataract","","B","75483","6.50","13323","8.97","16077","87.6%","57.7%","2903","57.1%","3870","55.1%","6773","55.9%","9236","59.0%","-3.1pp"
"Shipwreck Sentry","U","C","87857","7.59","15892","9.99","21143","64.6%","57.9%","3714","57.8%","4594","54.4%","8308","55.9%","12580","59.2%","-3.3pp"
"Captivating Cave","","B","72074","5.76","9793","8.31","3881","60.8%","56.6%","691","54.8%","932","56.5%","1623","55.8%","2237","57.5%","-1.7pp"
"Enterprising Scallywag","R","U","21576","3.86","5432","4.73","8835","88.6%","56.6%","1534","57.1%","1955","54.7%","3489","55.8%","5263","57.0%","-1.2pp"
"Pirate Hat","U","C","91004","8.43","14332","11.31","13797","47.1%","58.3%","2240","56.5%","3007","55.2%","5247","55.8%","8331","59.7%","-3.9pp"
"Rumbling Rockslide","R","C","68948","4.96","13164","6.74","15539","78.2%","56.9%","2443","55.0%","3680","56.0%","6123","55.6%","9303","57.7%","-2.1pp"
"Chart a Course","U","U","24674","4.55","6481","5.58","10347","89.4%","58.1%","1779","55.6%","2418","55.4%","4197","55.5%","6113","59.9%","-4.4pp"
"Saheeli, the Sun's Brilliance","UR","M","1784","2.21","850","2.16","2283","99.1%","56.2%","401","","556","54.7%","957","55.2%","1314","56.8%","-1.7pp"
"Goldfury Strider","R","U","31212","6.09","4936","8.30","4937","59.3%","56.8%","818","54.3%","1159","55.2%","1977","54.8%","2879","58.1%","-3.3pp"
"Council of Echoes","U","U","25603","4.85","5331","6.14","3473","54.3%","53.8%","544","52.2%","833","56.5%","1377","54.8%","2059","53.0%","1.8pp"
"Cartographer's Companion","","C","86732","6.53","14432","9.04","8717","56.4%","57.0%","1452","52.3%","1920","56.7%","3372","54.8%","5224","58.3%","-3.6pp"
"Compass Gnome","","C","84049","6.11","12669","8.72","5056","46.3%","56.8%","909","55.7%","1112","54.0%","2021","54.7%","2980","58.1%","-3.3pp"
"Hotfoot Gnome","R","C","88142","7.34","11433","10.46","7312","37.9%","56.0%","1215","54.2%","1697","54.7%","2912","54.5%","4299","56.9%","-2.4pp"
"Digsite Conservator","","U","27149","4.49","5802","6.10","3989","70.4%","58.1%","699","56.2%","889","52.8%","1588","54.3%","2335","60.4%","-6.1pp"
"Dowsing Device","R","U","35750","5.76","6099","7.68","9004","71.3%","57.0%","1510","52.4%","1966","55.2%","3476","54.0%","5344","58.8%","-4.8pp"
"Out of Air","U","C","90128","8.07","12556","11.23","3029","17.8%","53.8%","456","","747","54.2%","1203","53.8%","1804","53.8%","0.0pp"
"Brazen Blademaster","R","C","84883","6.90","12811","9.52","17895","65.3%","56.1%","3037","53.1%","4015","54.1%","7052","53.7%","10589","57.6%","-3.9pp"
"Confounding Riddle","U","U","27299","5.08","5659","6.63","4773","58.4%","55.2%","802","52.2%","1115","54.3%","1917","53.4%","2820","56.3%","-2.9pp"
"Rampaging Ceratops","R","U","24251","4.54","3741","6.28","2142","52.6%","54.2%","357","","500","53.2%","857","52.4%","1277","55.2%","-2.8pp"
"Seismic Monstrosaur","R","C","75662","5.54","10144","8.09","5244","47.2%","55.1%","872","48.5%","1228","54.8%","2100","52.2%","3115","57.1%","-4.9pp"
"Runaway Boulder","","C","90700","7.39","10034","10.85","1369","16.7%","51.6%","239","","313","","552","52.2%","791","51.2%","1.0pp"
"Ancestral Reminiscence","U","C","92248","8.48","11962","11.86","1950","12.4%","53.9%","332","","467","","799","52.1%","1143","55.2%","-3.1pp"
"Relic's Roar","U","C","94182","9.30","12489","12.69","2068","10.9%","55.4%","297","","487","","784","51.9%","1279","57.5%","-5.6pp"
"Buried Treasure","","C","90073","7.28","9744","10.66","1461","18.0%","52.5%","265","","342","","607","51.9%","837","53.3%","-1.4pp"
"Caparocti Sunborn","WR","U","20087","3.89","6151","4.49","1731","44.0%","53.6%","283","","407","","690","51.6%","1039","54.6%","-3.0pp"
"Master's Guide-Mural","WU","U","26582","4.14","8080","4.82","1697","32.8%","53.4%","277","","393","","670","51.3%","996","54.8%","-3.5pp"
"Promising Vein","","B","73799","6.01","9748","8.64","3042","50.4%","54.0%","516","52.3%","776","50.6%","1292","51.3%","1740","56.2%","-4.9pp"
"Didact Echo","U","C","89226","7.61","12481","10.70","3510","22.2%","53.4%","523","48.4%","938","52.9%","1461","51.3%","2020","54.7%","-3.4pp"
"Hurl into History","U","U","31436","6.29","5333","8.44","2646","37.4%","54.1%","412","","627","51.0%","1039","51.0%","1574","56.1%","-5.1pp"
"Burning Sun Cavalry","R","C","83093","6.69","11588","9.34","1890","18.5%","53.8%","321","","420","","741","50.5%","1145","56.0%","-5.5pp"
"Child of the Volcano","R","C","88792","7.48","9910","11.01","1961","16.0%","51.4%","313","","489","","802","50.1%","1153","52.1%","-2.0pp"
"Waterlogged Hulk","U","U","40679","7.28","6186","9.99","1378","18.7%","52.9%","238","","314","","552","48.7%","800","55.6%","-6.9pp"
"Marauding Brinefang","U","C","85697","6.90","11537","9.93","4315","30.2%","51.0%","721","48.8%","1115","48.3%","1836","48.5%","2459","52.9%","-4.4pp"
"Sage of Days","U","C","89679","8.00","12851","11.05","2802","17.4%","51.1%","491","","640","51.4%","1131","48.4%","1664","52.8%","-4.5pp"
"Merfolk Cave-Diver","U","U","29800","6.24","4493","8.55","1297","26.6%","51.6%","213","","287","","500","47.8%","793","54.0%","-6.2pp"
"Abuelo's Awakening","W","R","6905","4.16","1242","5.38","35","6.6%","","7","","10","","17","","18","",""
"Acrobatic Leap","W","C","93048","8.74","12235","12.08","0","0.0%","","0","","0","","0","","0","",""
"Adaptive Gemguard","W","C","76332","5.80","12881","7.97","131","3.8%","","19","","34","","53","","76","",""
"Attentive Sunscribe","W","C","80634","6.02","13795","8.26","19","0.6%","","4","","6","","10","","9","",""
"Bat Colony","W","U","30953","6.45","4208","8.89","83","5.1%","","15","","22","","37","","44","",""
"Clay-Fired Bricks","W","U","22423","3.34","8089","3.75","171","7.6%","","17","","53","","70","","93","",""
